id,firstDate,lastDate,catHosp,status,ward_id,wardType,newID
002-0001-G-A,2020-05-25,2020-05-25,investigation,PE,2,Neonatal ICU,Neonatal ICU
002-0002-N-G,2020-05-25,2020-05-25,investigation,PE,2,Neonatal ICU,Neonatal ICU
002-0003-P-M,2020-05-25,2020-05-25,other,PE,2,Neonatal ICU,Neonatal ICU
002-0004-P-E,2020-05-25,2020-05-25,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0005-L-E,2020-05-25,2020-05-25,other,PE,2,Neonatal ICU,Neonatal ICU
002-0006-N-L,2020-05-25,2020-05-25,aux nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0007-M-J,2020-05-25,2020-05-25,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0008-T-A,2020-05-25,2020-05-25,logistic,PE,2,Neonatal ICU,Neonatal ICU
002-0009-N-M,2020-05-25,2020-05-25,physician,PE,2,Neonatal ICU,Neonatal ICU
002-0010-M-J,2020-05-25,2020-05-25,physician,PE,2,Neonatal ICU,Neonatal ICU
002-0011-K-E,2020-05-25,2020-05-25,physician,PE,2,Neonatal ICU,Neonatal ICU
002-0012-P-C,2020-05-25,2020-05-25,administration,PE,2,Neonatal ICU,Neonatal ICU
002-0013-M-A,2020-05-25,2020-05-25,patient,PA,2,Neonatal ICU,Neonatal ICU
002-0014-D-C,2020-05-25,2020-05-25,physician,PE,2,Neonatal ICU,Neonatal ICU
002-0015-B-L,2020-05-25,2020-05-25,ext physician,PE,2,Neonatal ICU,Neonatal ICU
002-0016-J-M,2020-05-25,2020-05-25,ext physician,PE,2,Neonatal ICU,Neonatal ICU
002-0017-M-B,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0018-M-N,2020-05-25,2020-05-25,patient,PA,2,Neonatal ICU,Neonatal ICU
002-0019-N-M,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0020-O-I,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0021-N-E,2020-05-25,2020-05-25,patient,PA,2,Neonatal ICU,Neonatal ICU
002-0022-O-A,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0023-B-M,2020-05-25,2020-05-25,administration,PE,2,Neonatal ICU,Neonatal ICU
002-0024-B-B,2020-05-25,2020-05-25,physician,PE,2,Neonatal ICU,Neonatal ICU
002-0025-T-K,2020-05-25,2020-05-25,logistic,PE,2,Neonatal ICU,Neonatal ICU
002-0026-C-C,2020-05-25,2020-05-25,other,PE,2,Neonatal ICU,Neonatal ICU
002-0027-L-A,2020-05-25,2020-05-25,patient,PA,2,Neonatal ICU,Neonatal ICU
002-0028-G-I,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0029-G-V,2020-05-25,2020-05-25,other,PE,2,Neonatal ICU,Neonatal ICU
018-0137-&-&,2020-05-18,2020-05-18,patient,PA,18,Geriatry,Geriatry #1
018-0138-&-&,2020-05-18,2020-05-18,patient,PA,18,Geriatry,Geriatry #1
018-0139-&-&,2020-05-18,2020-05-18,patient,PA,18,Geriatry,Geriatry #1
018-0140-&-&,2020-05-18,2020-05-18,patient,PA,18,Geriatry,Geriatry #1
018-0141-&-&,2020-05-18,2020-05-18,patient,PA,18,Geriatry,Geriatry #1
002-0030-L-V,2020-05-25,2020-05-25,investigation,PE,2,Neonatal ICU,Neonatal ICU
002-0031-S-G,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0032-B-S,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0033-V-A,2020-05-25,2020-05-25,investigation,PE,2,Neonatal ICU,Neonatal ICU
002-0034-C-U,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0035-T-A,2020-05-25,2020-05-25,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0036-C-L,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0037-N-J,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0038-H-M,2020-05-25,2020-05-25,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0039-D-A,2020-05-25,2020-05-25,physician,PE,2,Neonatal ICU,Neonatal ICU
002-0040-M-K,2020-05-25,2020-05-25,physician,PE,2,Neonatal ICU,Neonatal ICU
002-0041-D-M,2020-05-25,2020-05-25,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0042-E-R,2020-05-25,2020-05-25,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0043-V-A,2020-05-25,2020-05-25,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0044-L-D,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0045-L-X,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0046-D-A,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0047-D-Z,2020-05-25,2020-05-25,physician,PE,2,Neonatal ICU,Neonatal ICU
002-0048-L-G,2020-05-25,2020-05-25,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0049-M-M,2020-05-25,2020-05-25,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0050-E-F,2020-05-25,2020-05-25,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0051-D-E,2020-05-25,2020-05-25,administration,PE,2,Neonatal ICU,Neonatal ICU
002-0052-A-S,2020-05-25,2020-05-25,aux nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0053-C-N,2020-05-25,2020-05-25,patient,PA,2,Neonatal ICU,Neonatal ICU
002-0054-D-T,2020-05-25,2020-05-25,physician,PE,2,Neonatal ICU,Neonatal ICU
002-0055-C-M,2020-05-25,2020-05-25,patient,PA,2,Neonatal ICU,Neonatal ICU
002-0056-B-V,2020-05-25,2020-05-25,administration,PE,2,Neonatal ICU,Neonatal ICU
002-0057-L-E,2020-05-25,2020-05-25,patient,PA,2,Neonatal ICU,Neonatal ICU
002-0058-H-B,2020-05-25,2020-05-25,physician,PE,2,Neonatal ICU,Neonatal ICU
002-0059-B-J,2020-05-25,2020-05-25,patient,PA,2,Neonatal ICU,Neonatal ICU
002-0060-&-&,2020-05-25,2020-05-25,patient,PA,2,Neonatal ICU,Neonatal ICU
002-0061-G-D,2020-05-25,2020-05-25,administration,PE,2,Neonatal ICU,Neonatal ICU
002-0062-M-H,2020-05-25,2020-05-25,logistic,PE,2,Neonatal ICU,Neonatal ICU
002-0063-&-&,2020-05-25,2020-05-25,patient,PA,2,Neonatal ICU,Neonatal ICU
002-0064-&-&,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0065-&-&,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0066-E-S,2020-05-25,2020-05-25,reeducation staff,PE,2,Neonatal ICU,Neonatal ICU
002-0067-B-A,2020-05-25,2020-05-25,reeducation staff,PE,2,Neonatal ICU,Neonatal ICU
002-0068-&-&,2020-05-25,2020-05-25,patient,PA,2,Neonatal ICU,Neonatal ICU
002-0069-&-&,2020-05-25,2020-05-25,patient,PA,2,Neonatal ICU,Neonatal ICU
002-0070-&-&,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0071-&-&,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0072-L-E,2020-05-25,2020-05-25,physician,PE,2,Neonatal ICU,Neonatal ICU
002-0073-M-M,2020-05-25,2020-05-25,other,PE,2,Neonatal ICU,Neonatal ICU
002-0074-C-C,2020-05-25,2020-05-25,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0075-T-E,2020-05-25,2020-05-25,other,PE,2,Neonatal ICU,Neonatal ICU
002-0076-D-A,2020-05-25,2020-05-25,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0077-S-J,2020-05-26,2020-05-26,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0078-M-L,2020-05-26,2020-05-26,student nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0079-C-C,2020-05-26,2020-05-26,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0080-D-J,2020-05-25,2020-05-25,physician,PE,2,Neonatal ICU,Neonatal ICU
002-0081-M-C,2020-05-25,2020-05-25,other,PE,2,Neonatal ICU,Neonatal ICU
002-0082-L-O,2020-05-26,2020-05-26,other,PE,2,Neonatal ICU,Neonatal ICU
002-0083-L-A,2020-05-25,2020-05-25,other,PE,2,Neonatal ICU,Neonatal ICU
002-0084-D-F,2020-05-25,2020-05-25,patient,PA,2,Neonatal ICU,Neonatal ICU
002-0085-P-M,2020-05-26,2020-05-26,physician,PE,2,Neonatal ICU,Neonatal ICU
002-0086-J-B,2020-05-26,2020-05-26,other,PE,2,Neonatal ICU,Neonatal ICU
002-0087-D-L,2020-05-26,2020-05-26,administration,PE,2,Neonatal ICU,Neonatal ICU
002-0088-T-A,2020-05-26,2020-05-26,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0089-T-C,2020-05-25,2020-05-25,aux nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0090-D-K,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0092-M-T,2020-05-25,2020-05-25,patient,PA,2,Neonatal ICU,Neonatal ICU
002-0093-L-E,2020-05-25,2020-05-25,patient,PA,2,Neonatal ICU,Neonatal ICU
002-0095-D-L,2020-05-25,2020-05-25,investigation,PE,2,Neonatal ICU,Neonatal ICU
002-0096-B-I,2020-05-25,2020-05-25,aux nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0097-C-J,2020-05-25,2020-05-25,patient,PA,2,Neonatal ICU,Neonatal ICU
002-0098-C-L,2020-05-25,2020-05-25,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0099-G-B,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0101-M-M,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0102-G-B,2020-05-25,2020-05-25,other,PE,2,Neonatal ICU,Neonatal ICU
002-0103-G-S,2020-05-25,2020-05-25,patient,PA,2,Neonatal ICU,Neonatal ICU
002-0104-A-K,2020-05-25,2020-05-25,logistic,PE,2,Neonatal ICU,Neonatal ICU
002-0105-M-S,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0106-L-A,2020-05-25,2020-05-25,physician,PE,2,Neonatal ICU,Neonatal ICU
002-0107-B-Z,2020-05-25,2020-05-25,physician,PE,2,Neonatal ICU,Neonatal ICU
002-0108-G-J,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0109-B-P,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0110-G-L,2020-05-25,2020-05-25,patient,PA,2,Neonatal ICU,Neonatal ICU
002-0111-H-T,2020-05-25,2020-05-25,physician,PE,2,Neonatal ICU,Neonatal ICU
002-0112-M-O,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0113-A-A,2020-05-25,2020-05-25,physician,PE,2,Neonatal ICU,Neonatal ICU
002-0114-L-A,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0115-H-J,2020-05-25,2020-05-25,logistic,PE,2,Neonatal ICU,Neonatal ICU
002-0116-D-S,2020-05-25,2020-05-25,other,PE,2,Neonatal ICU,Neonatal ICU
002-0117-L-B,2020-05-25,2020-05-25,physician,PE,2,Neonatal ICU,Neonatal ICU
002-0118-E-A,2020-05-25,2020-05-25,other,PE,2,Neonatal ICU,Neonatal ICU
002-0119-B-A,2020-05-25,2020-05-25,logistic,PE,2,Neonatal ICU,Neonatal ICU
002-0120-M-E,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0121-C-S,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0122-S-N,2020-05-25,2020-05-25,patient,PA,2,Neonatal ICU,Neonatal ICU
002-0123-I-R,2020-05-25,2020-05-25,patient,PA,2,Neonatal ICU,Neonatal ICU
002-0124-C-S,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0125-E-B,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0126-S-A,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0127-S-S,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0128-R-V,2020-05-25,2020-05-25,physician,PE,2,Neonatal ICU,Neonatal ICU
002-0129-B-J,2020-05-26,2020-05-26,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0130-B-J,2020-05-26,2020-05-26,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0131-I-I,2020-05-25,2020-05-25,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0132-C-C,2020-05-26,2020-05-26,student nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0133-A-Z,2020-05-26,2020-05-26,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0134-A-M,2020-05-26,2020-05-26,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0135-&-&,2020-05-26,2020-05-26,patient,PA,2,Neonatal ICU,Neonatal ICU
002-0136-B-L,2020-05-25,2020-05-25,patient,PA,2,Neonatal ICU,Neonatal ICU
002-0137-V-M,2020-05-25,2020-05-25,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0138-P-C,2020-05-25,2020-05-25,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0139-C-P,2020-05-25,2020-05-25,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0140-J-M,2020-05-25,2020-05-25,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0141-G-A,2020-05-25,2020-05-25,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0142-L-M,2020-05-25,2020-05-25,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0143-C-L,2020-05-26,2020-05-26,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0144-F-M,2020-05-26,2020-05-26,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0145-B-S,2020-05-26,2020-05-26,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0146-B-C,2020-05-26,2020-05-26,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0147-M-J,2020-05-26,2020-05-26,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0148-B-L,2020-05-26,2020-05-26,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0149-B-L,2020-05-26,2020-05-26,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0150-F-A,2020-05-26,2020-05-26,nurse,PE,2,Neonatal ICU,Neonatal ICU
002-0151-B-M,2020-05-26,2020-05-26,physician,PE,2,Neonatal ICU,Neonatal ICU
002-0152-M-B,2020-05-26,2020-05-26,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0153-L-B,2020-05-26,2020-05-26,visitor,V,2,Neonatal ICU,Neonatal ICU
002-0154-&-&,2020-05-26,2020-05-26,logistic,PE,2,Neonatal ICU,Neonatal ICU
012-0001-A-A,2020-06-04,2020-06-04,investigation,PE,12,Geriatry,Geriatry #2
012-0002-V-A,2020-06-04,2020-06-04,investigation,PE,12,Geriatry,Geriatry #2
012-0003-R-B,2020-06-04,2020-06-04,nurse,PE,12,Geriatry,Geriatry #2
012-0004-D-B,2020-06-04,2020-06-04,nurse,PE,12,Geriatry,Geriatry #2
012-0005-M-C,2020-06-04,2020-06-04,student nurse,PE,12,Geriatry,Geriatry #2
012-0006-D-V,2020-06-04,2020-06-04,nurse,PE,12,Geriatry,Geriatry #2
012-0007-P-M,2020-06-04,2020-06-04,nurse,PE,12,Geriatry,Geriatry #2
012-0008-G-G,2020-06-04,2020-06-04,logistic,PE,12,Geriatry,Geriatry #2
012-0009-M-H,2020-06-04,2020-06-04,administration,PE,12,Geriatry,Geriatry #2
012-0010-B-C,2020-06-04,2020-06-04,student nurse,PE,12,Geriatry,Geriatry #2
012-0011-H-A,2020-06-04,2020-06-04,logistic,PE,12,Geriatry,Geriatry #2
012-0012-P-M,2020-06-04,2020-06-04,physician,PE,12,Geriatry,Geriatry #2
012-0013-Y-H,2020-06-04,2020-06-04,logistic,PE,12,Geriatry,Geriatry #2
012-0014-M-G,2020-06-04,2020-06-04,physician,PE,12,Geriatry,Geriatry #2
012-0015-L-C,2020-06-04,2020-06-04,administration,PE,12,Geriatry,Geriatry #2
012-0016-T-E,2020-06-04,2020-06-04,reeducation staff,PE,12,Geriatry,Geriatry #2
012-0017-B-L,2020-06-04,2020-06-04,reeducation staff,PE,12,Geriatry,Geriatry #2
012-0018-M-M,2020-06-04,2020-06-04,reeducation staff,PE,12,Geriatry,Geriatry #2
012-0019-P-C,2020-06-04,2020-06-04,aux nurse,PE,12,Geriatry,Geriatry #2
012-0020-G-O,2020-06-04,2020-06-04,other,PE,12,Geriatry,Geriatry #2
012-0021-D-I,2020-06-04,2020-06-04,administration,PE,12,Geriatry,Geriatry #2
012-0022-B-H,2020-06-04,2020-06-04,aux nurse,PE,12,Geriatry,Geriatry #2
012-0023-K-A,2020-06-04,2020-06-04,aux nurse,PE,12,Geriatry,Geriatry #2
012-0024-T-C,2020-06-04,2020-06-04,nurse,PE,12,Geriatry,Geriatry #2
012-0025-P-M,2020-06-04,2020-06-04,logistic,PE,12,Geriatry,Geriatry #2
012-0026-S-F,2020-06-04,2020-06-04,nurse,PE,12,Geriatry,Geriatry #2
012-0027-R-V,2020-06-04,2020-06-04,aux nurse,PE,12,Geriatry,Geriatry #2
012-0028-O-L,2020-06-04,2020-06-04,investigation,PE,12,Geriatry,Geriatry #2
012-0029-G-S,2020-06-04,2020-06-04,student nurse,PE,12,Geriatry,Geriatry #2
012-0030-P-M,2020-06-04,2020-06-04,aux nurse,PE,12,Geriatry,Geriatry #2
012-0031-M-L,2020-06-04,2020-06-04,nurse,PE,12,Geriatry,Geriatry #2
012-0032-E-M,2020-06-04,2020-06-04,aux nurse,PE,12,Geriatry,Geriatry #2
012-0033-A-M,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0034-V-A,2020-06-04,2020-06-04,administration,PE,12,Geriatry,Geriatry #2
012-0035-H-R,2020-06-04,2020-06-04,logistic,PE,12,Geriatry,Geriatry #2
012-0036-K-J,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0037-G-R,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0038-S-H,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0039-X-L,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0040-B-L,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0041-M-R,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0042-R-Y,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0043-M-F,2020-06-04,2020-06-04,aux nurse,PE,12,Geriatry,Geriatry #2
012-0044-S-C,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0045-C-A,2020-06-04,2020-06-04,administration,PE,12,Geriatry,Geriatry #2
012-0046-F-M,2020-06-04,2020-06-04,reeducation staff,PE,12,Geriatry,Geriatry #2
012-0047-B-O,2020-06-04,2020-06-04,nurse,PE,12,Geriatry,Geriatry #2
012-0048-R-Y,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0049-A-H,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0050-C-E,2020-06-04,2020-06-04,student nurse,PE,12,Geriatry,Geriatry #2
012-0051-P-S,2020-06-04,2020-06-04,reeducation staff,PE,12,Geriatry,Geriatry #2
012-0052-M-A,2020-06-04,2020-06-04,physician,PE,12,Geriatry,Geriatry #2
012-0053-L-E,2020-06-04,2020-06-04,logistic,PE,12,Geriatry,Geriatry #2
012-0054-B-F,2020-06-04,2020-06-04,other,PE,12,Geriatry,Geriatry #2
012-0055-M-J,2020-06-04,2020-06-04,aux nurse,PE,12,Geriatry,Geriatry #2
012-0056-D-S,2020-06-04,2020-06-04,physician,PE,12,Geriatry,Geriatry #2
012-0057-B-F,2020-06-04,2020-06-04,physician,PE,12,Geriatry,Geriatry #2
012-0058-H-N,2020-06-04,2020-06-04,aux nurse,PE,12,Geriatry,Geriatry #2
012-0059-G-P,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0060-P-N,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0061-&-&,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0062-R-I,2020-06-04,2020-06-04,aux nurse,PE,12,Geriatry,Geriatry #2
012-0063-D-M,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0064-V-H,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0065-O-A,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0066-R-S,2020-06-04,2020-06-04,physician,PE,12,Geriatry,Geriatry #2
012-0067-A-B,2020-06-04,2020-06-04,visitor,V,12,Geriatry,Geriatry #2
012-0068-&-&,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0069-T-C,2020-06-04,2020-06-04,investigation,PE,12,Geriatry,Geriatry #2
012-0070-G-R,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0071-A-C,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0072-N-B,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0073-I-M,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0074-M-G,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0075-B-R,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0076-P-G,2020-06-04,2020-06-04,investigation,PE,12,Geriatry,Geriatry #2
012-0077-F-K,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0078-V-M,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0079-R-D,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0080-B-G,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0081-B-R,2020-06-04,2020-06-04,nurse,PE,12,Geriatry,Geriatry #2
012-0082-F-J,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0083-G-G,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0084-B-R,2020-06-04,2020-06-04,aux nurse,PE,12,Geriatry,Geriatry #2
012-0085-S-M,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0086-G-K,2020-06-04,2020-06-04,aux nurse,PE,12,Geriatry,Geriatry #2
012-0087-A-A,2020-06-04,2020-06-04,aux nurse,PE,12,Geriatry,Geriatry #2
012-0088-C-B,2020-06-04,2020-06-04,other,PE,12,Geriatry,Geriatry #2
012-0089-T-P,2020-06-04,2020-06-04,nurse,PE,12,Geriatry,Geriatry #2
012-0090-H-B,2020-06-04,2020-06-04,nurse,PE,12,Geriatry,Geriatry #2
012-0091-C-B,2020-06-04,2020-06-04,aux nurse,PE,12,Geriatry,Geriatry #2
012-0092-M-J,2020-06-04,2020-06-04,student nurse,PE,12,Geriatry,Geriatry #2
012-0093-R-S,2020-06-04,2020-06-04,aux nurse,PE,12,Geriatry,Geriatry #2
012-0094-G-P,2020-06-04,2020-06-04,nurse,PE,12,Geriatry,Geriatry #2
012-0095-N-S,2020-06-04,2020-06-04,aux nurse,PE,12,Geriatry,Geriatry #2
012-0096-R-J,2020-06-04,2020-06-04,nurse,PE,12,Geriatry,Geriatry #2
012-0097-M-J,2020-06-04,2020-06-04,other,PE,12,Geriatry,Geriatry #2
012-0098-P-S,2020-06-04,2020-06-04,aux nurse,PE,12,Geriatry,Geriatry #2
012-0099-D-S,2020-06-04,2020-06-04,other,PE,12,Geriatry,Geriatry #2
012-0100-B-B,2020-06-04,2020-06-04,visitor,V,12,Geriatry,Geriatry #2
012-0101-R-E,2020-06-04,2020-06-04,aux nurse,PE,12,Geriatry,Geriatry #2
012-0102-B-A,2020-06-04,2020-06-04,physician,PE,12,Geriatry,Geriatry #2
012-0103-G-C,2020-06-04,2020-06-04,visitor,V,12,Geriatry,Geriatry #2
012-0104-D-G,2020-06-04,2020-06-04,physician,PE,12,Geriatry,Geriatry #2
012-0105-A-C,2020-06-04,2020-06-04,other,PE,12,Geriatry,Geriatry #2
012-0106-D-A,2020-06-04,2020-06-04,physician,PE,12,Geriatry,Geriatry #2
012-0107-M-S,2020-06-04,2020-06-04,ext physician,PE,12,Geriatry,Geriatry #2
012-0108-P-L,2020-06-04,2020-06-04,ext physician,PE,12,Geriatry,Geriatry #2
012-0109-M-R,2020-06-04,2020-06-04,ext physician,PE,12,Geriatry,Geriatry #2
012-0110-N-J,2020-06-04,2020-06-04,ext physician,PE,12,Geriatry,Geriatry #2
012-0111-H-D,2020-06-04,2020-06-04,physician,PE,12,Geriatry,Geriatry #2
012-0112-K-M,2020-06-04,2020-06-04,nurse,PE,12,Geriatry,Geriatry #2
012-0113-K-B,2020-06-04,2020-06-04,physician,PE,12,Geriatry,Geriatry #2
012-0114-L-C,2020-06-04,2020-06-04,nurse,PE,12,Geriatry,Geriatry #2
012-0115-P-I,2020-06-04,2020-06-04,aux nurse,PE,12,Geriatry,Geriatry #2
012-0116-C-S,2020-06-05,2020-06-05,logistic,PE,12,Geriatry,Geriatry #2
012-0117-D-C,2020-06-05,2020-06-05,aux nurse,PE,12,Geriatry,Geriatry #2
012-0118-P-H,2020-06-05,2020-06-05,physician,PE,12,Geriatry,Geriatry #2
012-0119-P-A,2020-06-05,2020-06-05,ext physician,PE,12,Geriatry,Geriatry #2
012-0120-S-E,2020-06-05,2020-06-05,aux nurse,PE,12,Geriatry,Geriatry #2
012-0121-A-S,2020-06-05,2020-06-05,aux nurse,PE,12,Geriatry,Geriatry #2
012-0122-D-F,2020-06-05,2020-06-05,nurse,PE,12,Geriatry,Geriatry #2
012-0123-M-J,2020-06-05,2020-06-05,nurse,PE,12,Geriatry,Geriatry #2
012-0124-M-M,2020-06-05,2020-06-05,aux nurse,PE,12,Geriatry,Geriatry #2
012-0125-C-Y,2020-06-05,2020-06-05,administration,PE,12,Geriatry,Geriatry #2
012-0126-A-C,2020-06-05,2020-06-05,administration,PE,12,Geriatry,Geriatry #2
012-0127-I-R,2020-06-05,2020-06-05,reeducation staff,PE,12,Geriatry,Geriatry #2
012-0128-N-L,2020-06-04,2020-06-04,patient,PA,12,Geriatry,Geriatry #2
012-0129-C-K,2020-06-04,2020-06-04,aux nurse,PE,12,Geriatry,Geriatry #2
012-0130-G-N,2020-06-04,2020-06-04,nurse,PE,12,Geriatry,Geriatry #2
012-0131-P-S,2020-06-05,2020-06-05,reeducation staff,PE,12,Geriatry,Geriatry #2
012-0132-R-Y,2020-06-05,2020-06-05,reeducation staff,PE,12,Geriatry,Geriatry #2
012-0133-L-J,2020-06-05,2020-06-05,logistic,PE,12,Geriatry,Geriatry #2
012-0134-P-J,2020-06-05,2020-06-05,logistic,PE,12,Geriatry,Geriatry #2
012-0135-C-C,2020-06-05,2020-06-05,ext physician,PE,12,Geriatry,Geriatry #2
012-0136-R-F,2020-06-05,2020-06-05,ext physician,PE,12,Geriatry,Geriatry #2
