from,to,date_posix_first,length,ward_id,wardType,newID
012-0010-B-C,012-0161-C-L,2020-06-05T10:24:20Z,150,12,Geriatry,Geriatry #2
012-0010-B-C,012-0030-P-M,2020-06-05T10:29:00Z,80,12,Geriatry,Geriatry #2
012-0010-B-C,012-0081-B-R,2020-06-05T10:30:40Z,830,12,Geriatry,Geriatry #2
012-0044-S-C,012-0122-D-F,2020-06-05T10:34:40Z,120,12,Geriatry,Geriatry #2
012-0010-B-C,012-0161-C-L,2020-06-05T10:44:50Z,450,12,Geriatry,Geriatry #2
012-0010-B-C,012-0084-B-R,2020-06-05T10:45:50Z,330,12,Geriatry,Geriatry #2
012-0015-L-C,012-0122-D-F,2020-06-05T10:48:50Z,330,12,Geriatry,Geriatry #2
012-0015-L-C,012-0024-T-C,2020-06-05T10:49:30Z,270,12,Geriatry,Geriatry #2
012-0015-L-C,012-0029-G-S,2020-06-05T10:49:30Z,280,12,Geriatry,Geriatry #2
012-0010-B-C,012-0055-M-J,2020-06-05T11:03:30Z,330,12,Geriatry,Geriatry #2
012-0010-B-C,012-0081-B-R,2020-06-05T11:03:30Z,250,12,Geriatry,Geriatry #2
012-0010-B-C,012-0084-B-R,2020-06-05T11:03:30Z,200,12,Geriatry,Geriatry #2
012-0010-B-C,012-0162-F-A,2020-06-05T11:10:10Z,310,12,Geriatry,Geriatry #2
012-0010-B-C,012-0081-B-R,2020-06-05T11:16:20Z,130,12,Geriatry,Geriatry #2
012-0010-B-C,012-0117-D-C,2020-06-05T11:21:00Z,440,12,Geriatry,Geriatry #2
012-0044-S-C,012-0127-I-R,2020-06-05T11:21:20Z,170,12,Geriatry,Geriatry #2
012-0044-S-C,012-0127-I-R,2020-06-05T11:27:40Z,1250,12,Geriatry,Geriatry #2
012-0010-B-C,012-0117-D-C,2020-06-05T11:29:50Z,820,12,Geriatry,Geriatry #2
012-0010-B-C,012-0050-C-E,2020-06-05T11:32:30Z,1120,12,Geriatry,Geriatry #2
012-0010-B-C,012-0032-E-M,2020-06-05T12:50:00Z,850,12,Geriatry,Geriatry #2
012-0010-B-C,012-0081-B-R,2020-06-05T12:52:00Z,1020,12,Geriatry,Geriatry #2
012-0010-B-C,012-0086-G-K,2020-06-05T12:53:30Z,390,12,Geriatry,Geriatry #2
012-0015-L-C,012-0020-G-O,2020-06-05T12:54:30Z,280,12,Geriatry,Geriatry #2
012-0010-B-C,012-0032-E-M,2020-06-05T13:08:30Z,640,12,Geriatry,Geriatry #2
012-0157-G-M,012-0158-H-P,2020-06-05T13:13:00Z,200,12,Geriatry,Geriatry #2
012-0010-B-C,012-0086-G-K,2020-06-05T13:14:10Z,260,12,Geriatry,Geriatry #2
012-0010-B-C,012-0081-B-R,2020-06-05T13:20:10Z,1150,12,Geriatry,Geriatry #2
012-0010-B-C,012-0032-E-M,2020-06-05T13:23:20Z,410,12,Geriatry,Geriatry #2
012-0015-L-C,012-0028-O-L,2020-06-05T13:51:50Z,210,12,Geriatry,Geriatry #2
012-0010-B-C,012-0084-B-R,2020-06-05T14:04:30Z,120,12,Geriatry,Geriatry #2
012-0010-B-C,012-0084-B-R,2020-06-05T14:10:40Z,900,12,Geriatry,Geriatry #2
012-0010-B-C,012-0032-E-M,2020-06-05T14:11:40Z,220,12,Geriatry,Geriatry #2
012-0010-B-C,012-0131-P-S,2020-06-05T14:32:20Z,90,12,Geriatry,Geriatry #2
012-0010-B-C,012-0076-P-G,2020-06-05T14:32:30Z,80,12,Geriatry,Geriatry #2
019-0010-D-A,019-0015-B-S,2020-06-16T05:32:50Z,240,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0016-S-E,2020-06-16T05:35:10Z,210,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0014-B-G,2020-06-16T05:35:40Z,70,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0016-S-E,2020-06-16T05:37:10Z,60,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0025-M-L,2020-06-16T05:39:50Z,120,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0012-H-J,2020-06-16T05:43:00Z,40,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0025-M-L,2020-06-16T05:43:50Z,3250,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0037-S-A,2020-06-16T05:44:50Z,2140,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0010-D-A,2020-06-16T05:45:30Z,820,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0038-P-S,2020-06-16T05:46:10Z,20,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0061-L-T,2020-06-16T05:54:50Z,250,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0061-L-T,2020-06-16T05:54:50Z,2660,19,Surgical ICU,Surgical ICU
019-0018-E-D,019-0029-B-C,2020-06-16T06:03:30Z,30,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0061-L-T,2020-06-16T06:10:40Z,450,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0010-D-A,2020-06-16T06:10:40Z,450,19,Surgical ICU,Surgical ICU
019-0018-E-D,019-0034-K-C,2020-06-16T06:12:00Z,330,19,Surgical ICU,Surgical ICU
019-0018-E-D,019-0024-K-N,2020-06-16T06:14:00Z,60,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0057-K-J,2020-06-16T06:21:20Z,2230,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0016-S-E,2020-06-16T06:22:10Z,80,19,Surgical ICU,Surgical ICU
019-0018-E-D,019-0024-K-N,2020-06-16T06:25:10Z,20,19,Surgical ICU,Surgical ICU
019-0018-E-D,019-0035-L-B,2020-06-16T06:25:10Z,180,19,Surgical ICU,Surgical ICU
019-0018-E-D,019-0029-B-C,2020-06-16T06:25:40Z,190,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0018-E-D,2020-06-16T06:26:00Z,80,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0035-L-B,2020-06-16T06:26:10Z,720,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0061-L-T,2020-06-16T06:26:30Z,1040,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0061-L-T,2020-06-16T06:28:20Z,1170,19,Surgical ICU,Surgical ICU
019-0018-E-D,019-0034-K-C,2020-06-16T06:31:00Z,250,19,Surgical ICU,Surgical ICU
019-0018-E-D,019-0033-A-F,2020-06-16T06:37:30Z,150,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0035-L-B,2020-06-16T06:39:20Z,770,19,Surgical ICU,Surgical ICU
019-0018-E-D,019-0034-K-C,2020-06-16T06:41:30Z,170,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0061-L-T,2020-06-16T06:42:40Z,320,19,Surgical ICU,Surgical ICU
019-0018-E-D,019-0035-L-B,2020-06-16T06:46:10Z,120,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0045-D-J,2020-06-16T06:51:00Z,560,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0035-L-B,2020-06-16T06:53:20Z,360,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0044-F-H,2020-06-16T06:58:40Z,710,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0016-S-E,2020-06-16T07:07:50Z,230,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0037-S-A,2020-06-16T07:08:00Z,220,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0041-F-V,2020-06-16T07:11:00Z,100,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0048-D-A,2020-06-16T07:11:00Z,130,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0049-T-J,2020-06-16T07:11:20Z,390,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0049-T-J,2020-06-16T07:12:00Z,140,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0013-B-S,2020-06-16T07:12:20Z,130,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0046-H-B,2020-06-16T07:13:10Z,70,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0046-H-B,2020-06-16T07:13:20Z,300,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0054-Z-A,2020-06-16T07:14:10Z,260,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0057-K-J,2020-06-16T07:15:30Z,320,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0046-H-B,2020-06-16T07:16:00Z,90,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0013-B-S,2020-06-16T07:16:00Z,160,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0057-K-J,2020-06-16T07:16:50Z,460,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0048-D-A,2020-06-16T07:17:30Z,420,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0057-K-J,2020-06-16T07:23:20Z,80,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0010-D-A,2020-06-16T07:23:30Z,120,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0013-B-S,2020-06-16T07:26:10Z,300,19,Surgical ICU,Surgical ICU
019-0018-E-D,019-0035-L-B,2020-06-16T07:26:10Z,100,19,Surgical ICU,Surgical ICU
019-0018-E-D,019-0034-K-C,2020-06-16T07:28:20Z,880,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0056-S-M,2020-06-16T07:34:50Z,160,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0054-Z-A,2020-06-16T07:34:50Z,160,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0025-M-L,2020-06-16T07:36:30Z,280,19,Surgical ICU,Surgical ICU
019-0018-E-D,019-0035-L-B,2020-06-16T07:43:20Z,380,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0037-S-A,2020-06-16T07:46:30Z,900,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0037-S-A,2020-06-16T07:46:40Z,930,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0042-J-A,2020-06-16T07:49:20Z,50,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0025-M-L,2020-06-16T07:53:00Z,550,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0025-M-L,2020-06-16T07:53:30Z,520,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0066-P-J,2020-06-16T07:54:20Z,840,19,Surgical ICU,Surgical ICU
019-0018-E-D,019-0067-D-I,2020-06-16T08:04:40Z,550,19,Surgical ICU,Surgical ICU
019-0018-E-D,019-0067-D-I,2020-06-16T08:04:40Z,550,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0037-S-A,2020-06-16T08:05:50Z,720,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0056-S-M,2020-06-16T08:09:20Z,200,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0029-B-C,2020-06-16T08:11:30Z,50,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0037-S-A,2020-06-16T08:12:50Z,880,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0016-S-E,2020-06-16T08:14:10Z,240,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0016-S-E,2020-06-16T08:14:30Z,220,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0037-S-A,2020-06-16T08:14:40Z,770,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0029-B-C,2020-06-16T08:16:00Z,130,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0044-F-H,2020-06-16T08:19:50Z,460,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0014-B-G,2020-06-16T08:20:10Z,440,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0037-S-A,2020-06-16T08:30:10Z,500,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0018-E-D,2020-06-16T08:30:50Z,250,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0018-E-D,2020-06-16T08:35:20Z,220,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0044-F-H,2020-06-16T08:36:00Z,390,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0025-M-L,2020-06-16T08:40:20Z,450,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0015-B-S,2020-06-16T08:42:30Z,90,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0053-K-V,2020-06-16T08:54:40Z,700,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0061-L-T,2020-06-16T08:56:20Z,1440,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0061-L-T,2020-06-16T09:00:40Z,570,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0010-D-A,2020-06-16T09:00:50Z,410,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0016-S-E,2020-06-16T09:01:10Z,1010,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0046-H-B,2020-06-16T09:01:50Z,250,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0046-H-B,2020-06-16T09:02:00Z,180,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0060-A-A,2020-06-16T09:03:00Z,70,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0025-M-L,2020-06-16T09:10:40Z,760,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0025-M-L,2020-06-16T09:12:00Z,700,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0016-S-E,2020-06-16T09:13:00Z,280,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0061-L-T,2020-06-16T09:13:00Z,260,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0010-D-A,2020-06-16T09:13:10Z,300,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0053-K-V,2020-06-16T09:21:20Z,60,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0042-J-A,2020-06-16T09:21:30Z,50,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0061-L-T,2020-06-16T09:24:10Z,850,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0060-A-A,2020-06-16T09:28:20Z,1090,19,Surgical ICU,Surgical ICU
019-0018-E-D,019-0026-S-C,2020-06-16T09:39:30Z,90,19,Surgical ICU,Surgical ICU
019-0018-E-D,019-0063-L-V,2020-06-16T09:42:20Z,290,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0055-P-F,2020-06-16T09:45:40Z,70,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0042-J-A,2020-06-16T09:47:00Z,150,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0061-L-T,2020-06-16T09:47:10Z,1510,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0048-D-A,2020-06-16T09:47:30Z,170,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0015-B-S,2020-06-16T09:47:30Z,570,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0057-K-J,2020-06-16T09:47:30Z,650,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0057-K-J,2020-06-16T10:00:40Z,1760,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0057-K-J,2020-06-16T10:00:50Z,1750,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0016-S-E,2020-06-16T10:03:30Z,300,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0048-D-A,2020-06-16T10:07:40Z,580,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0046-H-B,2020-06-16T10:07:40Z,470,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0041-F-V,2020-06-16T10:07:50Z,800,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0035-L-B,2020-06-16T10:08:20Z,450,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0039-B-M,2020-06-16T10:23:40Z,780,19,Surgical ICU,Surgical ICU
019-0018-E-D,019-0063-L-V,2020-06-16T10:24:00Z,190,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0015-B-S,2020-06-16T10:25:40Z,260,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0056-S-M,2020-06-16T10:26:30Z,590,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0056-S-M,2020-06-16T10:27:20Z,560,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0054-Z-A,2020-06-16T10:27:20Z,330,19,Surgical ICU,Surgical ICU
019-0018-E-D,019-0037-S-A,2020-06-16T10:32:00Z,160,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0015-B-S,2020-06-16T10:33:00Z,590,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0046-H-B,2020-06-16T10:34:30Z,620,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0053-K-V,2020-06-16T10:35:10Z,580,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0061-L-T,2020-06-16T10:35:40Z,1480,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0027-G-E,2020-06-16T10:37:40Z,110,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0029-B-C,2020-06-16T10:37:50Z,100,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0025-M-L,2020-06-16T10:38:00Z,140,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0050-J-F,2020-06-16T10:38:50Z,350,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0033-A-F,2020-06-16T10:39:30Z,160,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0054-Z-A,2020-06-16T10:39:40Z,460,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0048-D-A,2020-06-16T10:39:50Z,200,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0042-J-A,2020-06-16T10:41:20Z,200,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0046-H-B,2020-06-16T10:41:50Z,190,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0041-F-V,2020-06-16T10:43:10Z,140,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0025-M-L,2020-06-16T10:45:10Z,1460,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0037-S-A,2020-06-16T10:47:40Z,110,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0035-L-B,2020-06-16T10:49:50Z,20,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0057-K-J,2020-06-16T10:52:00Z,1390,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0057-K-J,2020-06-16T10:52:30Z,1360,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0016-S-E,2020-06-16T10:55:30Z,330,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0016-S-E,2020-06-16T10:56:00Z,300,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0035-L-B,2020-06-16T11:02:20Z,160,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0014-B-G,2020-06-16T11:04:10Z,80,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0014-B-G,2020-06-16T11:10:20Z,960,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0027-G-E,2020-06-16T11:10:30Z,100,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0028-C-C,2020-06-16T11:17:30Z,520,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0057-K-J,2020-06-16T11:18:10Z,260,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0025-M-L,2020-06-16T11:19:20Z,530,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0057-K-J,2020-06-16T11:25:40Z,160,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0056-S-M,2020-06-16T11:27:50Z,220,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0019-R-T,2020-06-16T11:29:50Z,370,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0023-C-A,2020-06-16T11:31:40Z,260,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0015-B-S,2020-06-16T11:34:40Z,510,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0054-Z-A,2020-06-16T11:36:20Z,180,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0027-G-E,2020-06-16T11:42:30Z,380,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0056-S-M,2020-06-16T11:46:40Z,40,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0025-M-L,2020-06-16T11:52:10Z,280,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0032-C-H,2020-06-16T11:54:40Z,50,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0029-B-C,2020-06-16T11:56:00Z,210,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0020-R-A,2020-06-16T11:56:00Z,310,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0021-N-H,2020-06-16T11:56:00Z,310,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0041-F-V,2020-06-16T11:57:20Z,190,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0057-K-J,2020-06-16T11:57:30Z,200,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0014-B-G,2020-06-16T11:59:40Z,20,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0061-L-T,2020-06-16T12:02:00Z,250,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0020-R-A,2020-06-16T12:02:40Z,380,19,Surgical ICU,Surgical ICU
019-0018-E-D,019-0023-C-A,2020-06-16T12:07:30Z,390,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0051-T-G,2020-06-16T12:09:00Z,460,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0059-D-J,2020-06-16T12:09:10Z,460,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0029-B-C,2020-06-16T12:11:30Z,80,19,Surgical ICU,Surgical ICU
019-0008-D-F,019-0025-M-L,2020-06-16T12:11:30Z,980,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0015-B-S,2020-06-16T12:14:20Z,550,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0051-T-G,2020-06-16T12:18:00Z,490,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0059-D-J,2020-06-16T12:18:20Z,570,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0014-B-G,2020-06-16T12:18:40Z,160,19,Surgical ICU,Surgical ICU
019-0018-E-D,019-0063-L-V,2020-06-16T12:21:50Z,380,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0015-B-S,2020-06-16T12:24:40Z,530,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0046-H-B,2020-06-16T12:26:30Z,470,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0055-P-F,2020-06-16T12:29:00Z,250,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0055-P-F,2020-06-16T12:35:30Z,40,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0028-C-C,2020-06-16T12:41:20Z,700,19,Surgical ICU,Surgical ICU
019-0018-E-D,019-0035-L-B,2020-06-16T12:44:10Z,590,19,Surgical ICU,Surgical ICU
019-0018-E-D,019-0076-L-M,2020-06-16T12:44:30Z,240,19,Surgical ICU,Surgical ICU
019-0018-E-D,019-0076-L-M,2020-06-16T12:44:30Z,610,19,Surgical ICU,Surgical ICU
019-0018-E-D,019-0076-L-M,2020-06-16T12:47:50Z,410,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0056-S-M,2020-06-16T12:53:10Z,110,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0070-R-R,2020-06-16T12:57:30Z,280,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0054-Z-A,2020-06-16T13:03:00Z,40,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0056-S-M,2020-06-16T13:03:00Z,470,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0056-S-M,2020-06-16T13:03:10Z,470,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0013-B-S,2020-06-16T13:03:20Z,40,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0054-Z-A,2020-06-16T13:04:50Z,540,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0016-S-E,2020-06-16T13:07:10Z,50,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0015-B-S,2020-06-16T13:11:30Z,210,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0039-B-M,2020-06-16T13:12:00Z,480,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0045-D-J,2020-06-16T13:12:10Z,110,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0056-S-M,2020-06-16T13:12:10Z,470,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0028-C-C,2020-06-16T13:17:50Z,350,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0066-P-J,2020-06-16T13:18:00Z,450,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0054-Z-A,2020-06-16T13:19:00Z,250,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0028-C-C,2020-06-16T13:25:30Z,10,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0035-L-B,2020-06-16T13:26:10Z,930,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0055-P-F,2020-06-16T13:26:10Z,160,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0035-L-B,2020-06-16T13:26:20Z,920,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0018-E-D,2020-06-16T13:27:20Z,250,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0028-C-C,2020-06-16T13:27:30Z,110,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0076-L-M,2020-06-16T13:32:50Z,440,19,Surgical ICU,Surgical ICU
019-0018-E-D,019-0076-L-M,2020-06-16T13:33:30Z,410,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0018-E-D,2020-06-16T13:34:00Z,380,19,Surgical ICU,Surgical ICU
019-0011-A-P,019-0039-B-M,2020-06-16T13:40:30Z,80,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0028-C-C,2020-06-16T13:44:40Z,220,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0029-B-C,2020-06-16T13:47:40Z,320,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0027-G-E,2020-06-16T13:49:20Z,70,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0014-B-G,2020-06-16T13:52:10Z,90,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0014-B-G,2020-06-16T13:55:50Z,240,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0053-K-V,2020-06-16T13:56:40Z,270,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0053-K-V,2020-06-16T13:56:40Z,270,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0067-D-I,2020-06-16T13:56:40Z,260,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0028-C-C,2020-06-16T13:59:30Z,100,19,Surgical ICU,Surgical ICU
019-0018-E-D,019-0027-G-E,2020-06-16T14:14:30Z,350,19,Surgical ICU,Surgical ICU
019-0018-E-D,019-0035-L-B,2020-06-16T14:25:10Z,1350,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0035-L-B,2020-06-16T14:29:20Z,1100,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0018-E-D,2020-06-16T14:31:20Z,490,19,Surgical ICU,Surgical ICU
019-0010-D-A,019-0061-L-T,2020-06-16T14:39:00Z,1030,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0018-E-D,2020-06-16T14:40:50Z,390,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0018-E-D,2020-06-16T14:41:00Z,420,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0023-C-A,2020-06-16T14:55:20Z,140,19,Surgical ICU,Surgical ICU
019-0013-B-S,019-0029-B-C,2020-06-16T15:24:50Z,90,19,Surgical ICU,Surgical ICU
