from,to,date_posix_first,length,ward_id,wardType,newID
021-0148-G-C,021-0149-B-A,2020-06-23T19:30:10Z,10,21,Infectious Diseases,Infectious diseases #3
021-0044-P-N,021-0145-P-A,2020-06-23T19:33:50Z,170,21,Infectious Diseases,Infectious diseases #3
021-0149-B-A,021-0150-F-C,2020-06-23T19:33:50Z,570,21,Infectious Diseases,Infectious diseases #3
021-0048-D-R,021-0149-B-A,2020-06-23T19:38:00Z,320,21,Infectious Diseases,Infectious diseases #3
021-0047-B-R,021-0145-P-A,2020-06-23T19:39:20Z,200,21,Infectious Diseases,Infectious diseases #3
021-0048-D-R,021-0150-F-C,2020-06-23T19:40:00Z,250,21,Infectious Diseases,Infectious diseases #3
021-0022-E-J,021-0147-M-C,2020-06-23T19:40:20Z,80,21,Infectious Diseases,Infectious diseases #3
021-0149-B-A,021-0150-F-C,2020-06-23T19:44:20Z,670,21,Infectious Diseases,Infectious diseases #3
021-0050-B-J,021-0145-P-A,2020-06-23T19:45:00Z,230,21,Infectious Diseases,Infectious diseases #3
021-0145-P-A,021-0147-M-C,2020-06-23T19:48:50Z,120,21,Infectious Diseases,Infectious diseases #3
021-0052-G-B,021-0149-B-A,2020-06-23T19:49:00Z,300,21,Infectious Diseases,Infectious diseases #3
021-0052-G-B,021-0150-F-C,2020-06-23T19:49:50Z,110,21,Infectious Diseases,Infectious diseases #3
021-0058-E-M,021-0145-P-A,2020-06-23T19:52:20Z,370,21,Infectious Diseases,Infectious diseases #3
021-0027-S-R,021-0028-E-D,2020-06-23T19:52:30Z,10200,21,Infectious Diseases,Infectious diseases #3
021-0148-G-C,021-0150-F-C,2020-06-23T19:55:50Z,100,21,Infectious Diseases,Infectious diseases #3
021-0149-B-A,021-0150-F-C,2020-06-23T19:57:30Z,360,21,Infectious Diseases,Infectious diseases #3
021-0092-F-P,021-0145-P-A,2020-06-23T20:00:00Z,240,21,Infectious Diseases,Infectious diseases #3
021-0031-E-J,021-0147-M-C,2020-06-23T20:00:50Z,690,21,Infectious Diseases,Infectious diseases #3
021-0109-L-L,021-0149-B-A,2020-06-23T20:03:00Z,40,21,Infectious Diseases,Infectious diseases #3
021-0109-L-L,021-0149-B-A,2020-06-23T20:05:00Z,270,21,Infectious Diseases,Infectious diseases #3
021-0131-G-C,021-0150-F-C,2020-06-23T20:05:20Z,460,21,Infectious Diseases,Infectious diseases #3
021-0149-B-A,021-0150-F-C,2020-06-23T20:05:20Z,820,21,Infectious Diseases,Infectious diseases #3
021-0149-B-A,021-0150-F-C,2020-06-23T20:05:20Z,820,21,Infectious Diseases,Infectious diseases #3
021-0014-L-M,021-0145-P-A,2020-06-23T20:05:40Z,150,21,Infectious Diseases,Infectious diseases #3
021-0111-F-C,021-0150-F-C,2020-06-23T20:10:30Z,450,21,Infectious Diseases,Infectious diseases #3
021-0057-E-O,021-0147-M-C,2020-06-23T20:14:10Z,280,21,Infectious Diseases,Infectious diseases #3
021-0111-F-C,021-0149-B-A,2020-06-23T20:17:20Z,70,21,Infectious Diseases,Infectious diseases #3
021-0032-B-D,021-0147-M-C,2020-06-23T20:21:30Z,580,21,Infectious Diseases,Infectious diseases #3
021-0032-B-D,021-0034-T-K,2020-06-23T20:30:00Z,17730,21,Infectious Diseases,Infectious diseases #3
021-0149-B-A,021-0150-F-C,2020-06-23T20:30:40Z,380,21,Infectious Diseases,Infectious diseases #3
021-0149-B-A,021-0150-F-C,2020-06-23T20:31:30Z,330,21,Infectious Diseases,Infectious diseases #3
021-0113-L-J,021-0149-B-A,2020-06-23T20:32:00Z,100,21,Infectious Diseases,Infectious diseases #3
021-0104-C-R,021-0149-B-A,2020-06-23T20:32:00Z,540,21,Infectious Diseases,Infectious diseases #3
021-0057-E-O,021-0147-M-C,2020-06-23T20:33:40Z,80,21,Infectious Diseases,Infectious diseases #3
021-0107-B-L,021-0150-F-C,2020-06-23T20:33:50Z,180,21,Infectious Diseases,Infectious diseases #3
021-0104-C-R,021-0150-F-C,2020-06-23T20:34:20Z,190,21,Infectious Diseases,Infectious diseases #3
021-0027-S-R,021-0147-M-C,2020-06-23T20:38:10Z,170,21,Infectious Diseases,Infectious diseases #3
021-0149-B-A,021-0150-F-C,2020-06-23T20:39:30Z,140,21,Infectious Diseases,Infectious diseases #3
021-0145-P-A,021-0147-M-C,2020-06-23T20:41:20Z,260,21,Infectious Diseases,Infectious diseases #3
021-0031-E-J,021-0151-R-A,2020-06-23T20:41:40Z,780,21,Infectious Diseases,Infectious diseases #3
021-0030-J-M,021-0151-R-A,2020-06-23T20:41:50Z,780,21,Infectious Diseases,Infectious diseases #3
021-0014-L-M,021-0145-P-A,2020-06-23T20:42:00Z,290,21,Infectious Diseases,Infectious diseases #3
021-0043-P-J,021-0148-G-C,2020-06-23T20:43:20Z,50,21,Infectious Diseases,Infectious diseases #3
021-0148-G-C,021-0150-F-C,2020-06-23T20:43:40Z,440,21,Infectious Diseases,Infectious diseases #3
021-0148-G-C,021-0150-F-C,2020-06-23T20:52:30Z,230,21,Infectious Diseases,Infectious diseases #3
021-0058-E-M,021-0147-M-C,2020-06-23T20:53:10Z,500,21,Infectious Diseases,Infectious diseases #3
021-0145-P-A,021-0147-M-C,2020-06-23T20:53:10Z,730,21,Infectious Diseases,Infectious diseases #3
021-0133-S-F,021-0150-F-C,2020-06-23T20:56:00Z,480,21,Infectious Diseases,Infectious diseases #3
021-0148-G-C,021-0150-F-C,2020-06-23T20:58:50Z,220,21,Infectious Diseases,Infectious diseases #3
021-0074-D-O,021-0147-M-C,2020-06-23T21:01:50Z,200,21,Infectious Diseases,Infectious diseases #3
021-0148-G-C,021-0149-B-A,2020-06-23T21:02:50Z,1010,21,Infectious Diseases,Infectious diseases #3
021-0148-G-C,021-0149-B-A,2020-06-23T21:03:10Z,990,21,Infectious Diseases,Infectious diseases #3
021-0031-E-J,021-0147-M-C,2020-06-23T21:05:40Z,110,21,Infectious Diseases,Infectious diseases #3
021-0074-D-O,021-0145-P-A,2020-06-23T21:10:50Z,170,21,Infectious Diseases,Infectious diseases #3
021-0074-D-O,021-0145-P-A,2020-06-23T21:15:20Z,150,21,Infectious Diseases,Infectious diseases #3
021-0032-B-D,021-0147-M-C,2020-06-23T21:21:00Z,260,21,Infectious Diseases,Infectious diseases #3
021-0107-B-L,021-0149-B-A,2020-06-23T21:31:10Z,40,21,Infectious Diseases,Infectious diseases #3
021-0148-G-C,021-0150-F-C,2020-06-23T21:34:50Z,320,21,Infectious Diseases,Infectious diseases #3
021-0145-P-A,021-0147-M-C,2020-06-23T21:41:40Z,30,21,Infectious Diseases,Infectious diseases #3
021-0148-G-C,021-0150-F-C,2020-06-23T21:41:50Z,650,21,Infectious Diseases,Infectious diseases #3
021-0047-B-R,021-0145-P-A,2020-06-23T21:42:50Z,220,21,Infectious Diseases,Infectious diseases #3
021-0148-G-C,021-0150-F-C,2020-06-23T21:43:00Z,600,21,Infectious Diseases,Infectious diseases #3
021-0047-B-R,021-0050-B-J,2020-06-23T21:43:10Z,6520,21,Infectious Diseases,Infectious diseases #3
021-0027-S-R,021-0028-E-D,2020-06-23T21:43:20Z,22200,21,Infectious Diseases,Infectious diseases #3
021-0145-P-A,021-0147-M-C,2020-06-23T21:47:40Z,120,21,Infectious Diseases,Infectious diseases #3
021-0027-S-R,021-0028-E-D,2020-06-23T21:52:20Z,52480,21,Infectious Diseases,Infectious diseases #3
021-0149-B-A,021-0150-F-C,2020-06-23T21:54:20Z,1400,21,Infectious Diseases,Infectious diseases #3
021-0111-F-C,021-0112-N-M,2020-06-23T21:59:30Z,37500,21,Infectious Diseases,Infectious diseases #3
021-0107-B-L,021-0149-B-A,2020-06-23T22:06:30Z,40,21,Infectious Diseases,Infectious diseases #3
021-0111-F-C,021-0112-N-M,2020-06-23T22:07:00Z,37060,21,Infectious Diseases,Infectious diseases #3
021-0145-P-A,021-0147-M-C,2020-06-23T22:41:20Z,190,21,Infectious Diseases,Infectious diseases #3
021-0145-P-A,021-0147-M-C,2020-06-23T22:45:50Z,190,21,Infectious Diseases,Infectious diseases #3
021-0058-E-M,021-0147-M-C,2020-06-23T22:46:10Z,70,21,Infectious Diseases,Infectious diseases #3
021-0058-E-M,021-0145-P-A,2020-06-23T22:46:30Z,40,21,Infectious Diseases,Infectious diseases #3
021-0044-P-N,021-0147-M-C,2020-06-23T22:51:40Z,40,21,Infectious Diseases,Infectious diseases #3
021-0148-G-C,021-0150-F-C,2020-06-23T23:02:40Z,60,21,Infectious Diseases,Infectious diseases #3
021-0149-B-A,021-0150-F-C,2020-06-23T23:08:10Z,150,21,Infectious Diseases,Infectious diseases #3
021-0107-B-L,021-0150-F-C,2020-06-23T23:15:40Z,290,21,Infectious Diseases,Infectious diseases #3
021-0148-G-C,021-0150-F-C,2020-06-23T23:25:20Z,620,21,Infectious Diseases,Infectious diseases #3
021-0112-N-M,021-0149-B-A,2020-06-23T23:28:20Z,100,21,Infectious Diseases,Infectious diseases #3
021-0111-F-C,021-0150-F-C,2020-06-23T23:40:10Z,210,21,Infectious Diseases,Infectious diseases #3
021-0074-D-O,021-0147-M-C,2020-06-23T23:40:50Z,30,21,Infectious Diseases,Infectious diseases #3
021-0145-P-A,021-0147-M-C,2020-06-23T23:41:50Z,90,21,Infectious Diseases,Infectious diseases #3
021-0074-D-O,021-0145-P-A,2020-06-23T23:42:00Z,130,21,Infectious Diseases,Infectious diseases #3
021-0148-G-C,021-0150-F-C,2020-06-23T23:44:10Z,80,21,Infectious Diseases,Infectious diseases #3
021-0149-B-A,021-0150-F-C,2020-06-23T23:44:50Z,80,21,Infectious Diseases,Infectious diseases #3
021-0032-B-D,021-0147-M-C,2020-06-23T23:45:30Z,370,21,Infectious Diseases,Infectious diseases #3
021-0148-G-C,021-0149-B-A,2020-06-23T23:51:50Z,460,21,Infectious Diseases,Infectious diseases #3
021-0057-E-O,021-0147-M-C,2020-06-23T23:53:00Z,190,21,Infectious Diseases,Infectious diseases #3
021-0149-B-A,021-0150-F-C,2020-06-23T23:53:40Z,560,21,Infectious Diseases,Infectious diseases #3
021-0026-B-J,021-0145-P-A,2020-06-24T00:06:40Z,170,21,Infectious Diseases,Infectious diseases #3
021-0129-M-A,021-0148-G-C,2020-06-24T00:09:20Z,90,21,Infectious Diseases,Infectious diseases #3
021-0050-B-J,021-0145-P-A,2020-06-24T00:13:00Z,210,21,Infectious Diseases,Infectious diseases #3
021-0050-B-J,021-0145-P-A,2020-06-24T00:18:00Z,160,21,Infectious Diseases,Infectious diseases #3
021-0111-F-C,021-0149-B-A,2020-06-24T00:25:30Z,210,21,Infectious Diseases,Infectious diseases #3
021-0149-B-A,021-0150-F-C,2020-06-24T00:37:50Z,960,21,Infectious Diseases,Infectious diseases #3
021-0145-P-A,021-0148-G-C,2020-06-24T00:42:30Z,20,21,Infectious Diseases,Infectious diseases #3
021-0014-L-M,021-0147-M-C,2020-06-24T00:43:30Z,550,21,Infectious Diseases,Infectious diseases #3
021-0022-E-J,021-0145-P-A,2020-06-24T00:56:10Z,100,21,Infectious Diseases,Infectious diseases #3
021-0058-E-M,021-0145-P-A,2020-06-24T01:00:40Z,210,21,Infectious Diseases,Infectious diseases #3
021-0112-N-M,021-0150-F-C,2020-06-24T01:03:20Z,20,21,Infectious Diseases,Infectious diseases #3
021-0030-J-M,021-0031-E-J,2020-06-24T01:14:50Z,35320,21,Infectious Diseases,Infectious diseases #3
021-0149-B-A,021-0150-F-C,2020-06-24T01:24:40Z,250,21,Infectious Diseases,Infectious diseases #3
021-0030-J-M,021-0031-E-J,2020-06-24T01:28:30Z,34550,21,Infectious Diseases,Infectious diseases #3
021-0145-P-A,021-0151-R-A,2020-06-24T02:17:20Z,490,21,Infectious Diseases,Infectious diseases #3
021-0149-B-A,021-0150-F-C,2020-06-24T02:21:40Z,340,21,Infectious Diseases,Infectious diseases #3
021-0148-G-C,021-0149-B-A,2020-06-24T02:26:20Z,100,21,Infectious Diseases,Infectious diseases #3
021-0149-B-A,021-0150-F-C,2020-06-24T02:31:20Z,420,21,Infectious Diseases,Infectious diseases #3
021-0115-O-P,021-0149-B-A,2020-06-24T02:42:10Z,580,21,Infectious Diseases,Infectious diseases #3
021-0130-P-F,021-0148-G-C,2020-06-24T02:55:40Z,180,21,Infectious Diseases,Infectious diseases #3
021-0048-D-R,021-0149-B-A,2020-06-24T02:56:50Z,140,21,Infectious Diseases,Infectious diseases #3
021-0032-B-D,021-0147-M-C,2020-06-24T02:59:10Z,270,21,Infectious Diseases,Infectious diseases #3
021-0074-D-O,021-0145-P-A,2020-06-24T03:00:20Z,200,21,Infectious Diseases,Infectious diseases #3
021-0031-E-J,021-0147-M-C,2020-06-24T03:05:20Z,360,21,Infectious Diseases,Infectious diseases #3
021-0044-P-N,021-0145-P-A,2020-06-24T03:06:10Z,260,21,Infectious Diseases,Infectious diseases #3
021-0027-S-R,021-0028-E-D,2020-06-24T03:07:00Z,33600,21,Infectious Diseases,Infectious diseases #3
021-0112-N-M,021-0150-F-C,2020-06-24T03:11:10Z,790,21,Infectious Diseases,Infectious diseases #3
021-0040-B-D,021-0148-G-C,2020-06-24T03:11:20Z,360,21,Infectious Diseases,Infectious diseases #3
021-0074-D-O,021-0147-M-C,2020-06-24T03:12:50Z,240,21,Infectious Diseases,Infectious diseases #3
021-0047-B-R,021-0145-P-A,2020-06-24T03:13:00Z,230,21,Infectious Diseases,Infectious diseases #3
021-0131-G-C,021-0149-B-A,2020-06-24T03:16:20Z,200,21,Infectious Diseases,Infectious diseases #3
021-0092-F-P,021-0145-P-A,2020-06-24T03:20:10Z,120,21,Infectious Diseases,Infectious diseases #3
021-0092-F-P,021-0145-P-A,2020-06-24T03:24:20Z,690,21,Infectious Diseases,Infectious diseases #3
021-0052-G-B,021-0150-F-C,2020-06-24T03:26:20Z,580,21,Infectious Diseases,Infectious diseases #3
021-0026-B-J,021-0147-M-C,2020-06-24T03:29:00Z,280,21,Infectious Diseases,Infectious diseases #3
021-0148-G-C,021-0149-B-A,2020-06-24T03:29:40Z,50,21,Infectious Diseases,Infectious diseases #3
021-0043-P-J,021-0148-G-C,2020-06-24T03:33:20Z,140,21,Infectious Diseases,Infectious diseases #3
021-0045-R-G,021-0148-G-C,2020-06-24T03:34:20Z,410,21,Infectious Diseases,Infectious diseases #3
021-0092-F-P,021-0145-P-A,2020-06-24T03:38:20Z,170,21,Infectious Diseases,Infectious diseases #3
021-0058-E-M,021-0145-P-A,2020-06-24T03:41:50Z,760,21,Infectious Diseases,Infectious diseases #3
021-0104-C-R,021-0149-B-A,2020-06-24T03:42:10Z,1010,21,Infectious Diseases,Infectious diseases #3
021-0104-C-R,021-0149-B-A,2020-06-24T03:42:10Z,1060,21,Infectious Diseases,Infectious diseases #3
021-0025-E-W,021-0147-M-C,2020-06-24T03:44:50Z,70,21,Infectious Diseases,Infectious diseases #3
021-0114-B-Y,021-0150-F-C,2020-06-24T03:54:40Z,660,21,Infectious Diseases,Infectious diseases #3
021-0040-B-D,021-0150-F-C,2020-06-24T03:54:50Z,520,21,Infectious Diseases,Infectious diseases #3
021-0133-S-F,021-0148-G-C,2020-06-24T03:55:10Z,480,21,Infectious Diseases,Infectious diseases #3
021-0133-S-F,021-0148-G-C,2020-06-24T03:55:10Z,480,21,Infectious Diseases,Infectious diseases #3
021-0145-P-A,021-0147-M-C,2020-06-24T03:55:30Z,110,21,Infectious Diseases,Infectious diseases #3
021-0014-L-M,021-0147-M-C,2020-06-24T03:56:50Z,520,21,Infectious Diseases,Infectious diseases #3
021-0104-C-R,021-0149-B-A,2020-06-24T04:00:30Z,140,21,Infectious Diseases,Infectious diseases #3
021-0040-B-D,021-0073-J-B,2020-06-24T04:01:00Z,1470,21,Infectious Diseases,Infectious diseases #3
021-0050-B-J,021-0145-P-A,2020-06-24T04:02:50Z,420,21,Infectious Diseases,Infectious diseases #3
021-0148-G-C,021-0149-B-A,2020-06-24T04:03:20Z,150,21,Infectious Diseases,Infectious diseases #3
021-0149-B-A,021-0150-F-C,2020-06-24T04:10:20Z,110,21,Infectious Diseases,Infectious diseases #3
021-0148-G-C,021-0149-B-A,2020-06-24T04:14:10Z,300,21,Infectious Diseases,Infectious diseases #3
021-0148-G-C,021-0150-F-C,2020-06-24T04:16:20Z,170,21,Infectious Diseases,Infectious diseases #3
021-0040-B-D,021-0073-J-B,2020-06-24T04:26:40Z,4090,21,Infectious Diseases,Infectious diseases #3
021-0074-D-O,021-0145-P-A,2020-06-24T04:27:30Z,310,21,Infectious Diseases,Infectious diseases #3
021-0148-G-C,021-0150-F-C,2020-06-24T04:32:40Z,610,21,Infectious Diseases,Infectious diseases #3
021-0074-D-O,021-0145-P-A,2020-06-24T04:33:50Z,330,21,Infectious Diseases,Infectious diseases #3
021-0133-S-F,021-0150-F-C,2020-06-24T04:39:10Z,670,21,Infectious Diseases,Infectious diseases #3
021-0148-G-C,021-0150-F-C,2020-06-24T04:45:00Z,360,21,Infectious Diseases,Infectious diseases #3
021-0133-S-F,021-0148-G-C,2020-06-24T04:45:00Z,280,21,Infectious Diseases,Infectious diseases #3
021-0145-P-A,021-0147-M-C,2020-06-24T04:47:40Z,730,21,Infectious Diseases,Infectious diseases #3
021-0043-P-J,021-0150-F-C,2020-06-24T04:51:20Z,630,21,Infectious Diseases,Infectious diseases #3
021-0133-S-F,021-0150-F-C,2020-06-24T04:51:40Z,10,21,Infectious Diseases,Infectious diseases #3
021-0002-D-L,021-0158-G-M,2020-06-24T04:56:40Z,10,21,Infectious Diseases,Infectious diseases #3
021-0007-C-N,021-0159-S-A,2020-06-24T04:59:10Z,50,21,Infectious Diseases,Infectious diseases #3
021-0019-N-G,021-0152-M-N,2020-06-24T05:07:00Z,110,21,Infectious Diseases,Infectious diseases #3
021-0127-O-L,021-0152-M-N,2020-06-24T05:07:10Z,90,21,Infectious Diseases,Infectious diseases #3
021-0005-F-C,021-0007-C-N,2020-06-24T05:09:00Z,200,21,Infectious Diseases,Infectious diseases #3
021-0019-N-G,021-0079-G-C,2020-06-24T05:09:00Z,70,21,Infectious Diseases,Infectious diseases #3
021-0041-L-M,021-0127-O-L,2020-06-24T05:09:10Z,110,21,Infectious Diseases,Infectious diseases #3
021-0019-N-G,021-0041-L-M,2020-06-24T05:09:10Z,30,21,Infectious Diseases,Infectious diseases #3
021-0158-G-M,021-0160-L-S,2020-06-24T05:09:20Z,320,21,Infectious Diseases,Infectious diseases #3
021-0005-F-C,021-0010-B-C,2020-06-24T05:09:20Z,230,21,Infectious Diseases,Infectious diseases #3
021-0159-S-A,021-0160-L-S,2020-06-24T05:11:00Z,100,21,Infectious Diseases,Infectious diseases #3
021-0006-L-C,021-0160-L-S,2020-06-24T05:11:30Z,140,21,Infectious Diseases,Infectious diseases #3
021-0012-P-G,021-0013-V-A,2020-06-24T05:12:10Z,650,21,Infectious Diseases,Infectious diseases #3
021-0005-F-C,021-0007-C-N,2020-06-24T05:12:20Z,230,21,Infectious Diseases,Infectious diseases #3
021-0019-N-G,021-0152-M-N,2020-06-24T05:13:00Z,490,21,Infectious Diseases,Infectious diseases #3
021-0019-N-G,021-0127-O-L,2020-06-24T05:13:10Z,1780,21,Infectious Diseases,Infectious diseases #3
021-0076-C-D,021-0152-M-N,2020-06-24T05:14:00Z,40,21,Infectious Diseases,Infectious diseases #3
021-0019-N-G,021-0076-C-D,2020-06-24T05:14:00Z,40,21,Infectious Diseases,Infectious diseases #3
021-0007-C-N,021-0159-S-A,2020-06-24T05:15:10Z,60,21,Infectious Diseases,Infectious diseases #3
021-0005-F-C,021-0159-S-A,2020-06-24T05:15:20Z,110,21,Infectious Diseases,Infectious diseases #3
021-0019-N-G,021-0153-B-M,2020-06-24T05:17:10Z,260,21,Infectious Diseases,Infectious diseases #3
021-0016-D-M,021-0019-N-G,2020-06-24T05:18:00Z,130,21,Infectious Diseases,Infectious diseases #3
021-0016-D-M,021-0155-E-J,2020-06-24T05:18:20Z,40,21,Infectious Diseases,Infectious diseases #3
021-0005-F-C,021-0159-S-A,2020-06-24T05:19:50Z,60,21,Infectious Diseases,Infectious diseases #3
021-0006-L-C,021-0029-B-S,2020-06-24T05:21:00Z,140,21,Infectious Diseases,Infectious diseases #3
021-0013-V-A,021-0019-N-G,2020-06-24T05:21:10Z,110,21,Infectious Diseases,Infectious diseases #3
021-0030-J-M,021-0159-S-A,2020-06-24T05:21:20Z,180,21,Infectious Diseases,Infectious diseases #3
021-0013-V-A,021-0127-O-L,2020-06-24T05:21:40Z,90,21,Infectious Diseases,Infectious diseases #3
021-0023-I-T,021-0155-E-J,2020-06-24T05:21:50Z,510,21,Infectious Diseases,Infectious diseases #3
021-0013-V-A,021-0151-R-A,2020-06-24T05:22:10Z,50,21,Infectious Diseases,Infectious diseases #3
021-0019-N-G,021-0151-R-A,2020-06-24T05:22:10Z,690,21,Infectious Diseases,Infectious diseases #3
021-0019-N-G,021-0151-R-A,2020-06-24T05:22:20Z,690,21,Infectious Diseases,Infectious diseases #3
021-0127-O-L,021-0151-R-A,2020-06-24T05:22:20Z,680,21,Infectious Diseases,Infectious diseases #3
021-0016-D-M,021-0023-I-T,2020-06-24T05:22:30Z,20,21,Infectious Diseases,Infectious diseases #3
021-0151-R-A,021-0155-E-J,2020-06-24T05:23:20Z,20,21,Infectious Diseases,Infectious diseases #3
021-0006-L-C,021-0158-G-M,2020-06-24T05:23:30Z,530,21,Infectious Diseases,Infectious diseases #3
021-0010-B-C,021-0160-L-S,2020-06-24T05:24:10Z,110,21,Infectious Diseases,Infectious diseases #3
021-0012-P-G,021-0013-V-A,2020-06-24T05:24:40Z,690,21,Infectious Diseases,Infectious diseases #3
021-0012-P-G,021-0013-V-A,2020-06-24T05:24:40Z,690,21,Infectious Diseases,Infectious diseases #3
021-0152-M-N,021-0153-B-M,2020-06-24T05:25:00Z,340,21,Infectious Diseases,Infectious diseases #3
021-0019-N-G,021-0156-P-M,2020-06-24T05:25:00Z,100,21,Infectious Diseases,Infectious diseases #3
021-0151-R-A,021-0156-P-M,2020-06-24T05:25:00Z,100,21,Infectious Diseases,Infectious diseases #3
021-0002-D-L,021-0010-B-C,2020-06-24T05:26:10Z,140,21,Infectious Diseases,Infectious diseases #3
021-0029-B-S,021-0158-G-M,2020-06-24T05:26:20Z,140,21,Infectious Diseases,Infectious diseases #3
021-0012-P-G,021-0127-O-L,2020-06-24T05:28:30Z,110,21,Infectious Diseases,Infectious diseases #3
021-0007-C-N,021-0159-S-A,2020-06-24T05:28:30Z,70,21,Infectious Diseases,Infectious diseases #3
021-0005-F-C,021-0159-S-A,2020-06-24T05:29:00Z,50,21,Infectious Diseases,Infectious diseases #3
021-0005-F-C,021-0007-C-N,2020-06-24T05:29:10Z,150,21,Infectious Diseases,Infectious diseases #3
021-0002-D-L,021-0027-S-R,2020-06-24T05:29:10Z,280,21,Infectious Diseases,Infectious diseases #3
021-0006-L-C,021-0027-S-R,2020-06-24T05:29:20Z,310,21,Infectious Diseases,Infectious diseases #3
021-0023-I-T,021-0153-B-M,2020-06-24T05:31:00Z,130,21,Infectious Diseases,Infectious diseases #3
021-0019-N-G,021-0035-C-M,2020-06-24T05:31:00Z,40,21,Infectious Diseases,Infectious diseases #3
021-0153-B-M,021-0155-E-J,2020-06-24T05:31:00Z,1240,21,Infectious Diseases,Infectious diseases #3
021-0016-D-M,021-0129-M-A,2020-06-24T05:31:10Z,560,21,Infectious Diseases,Infectious diseases #3
021-0005-F-C,021-0030-J-M,2020-06-24T05:31:50Z,120,21,Infectious Diseases,Infectious diseases #3
021-0007-C-N,021-0159-S-A,2020-06-24T05:31:50Z,120,21,Infectious Diseases,Infectious diseases #3
021-0005-F-C,021-0159-S-A,2020-06-24T05:34:10Z,240,21,Infectious Diseases,Infectious diseases #3
021-0013-V-A,021-0127-O-L,2020-06-24T05:34:20Z,110,21,Infectious Diseases,Infectious diseases #3
021-0013-V-A,021-0019-N-G,2020-06-24T05:34:20Z,80,21,Infectious Diseases,Infectious diseases #3
021-0012-P-G,021-0127-O-L,2020-06-24T05:34:30Z,180,21,Infectious Diseases,Infectious diseases #3
021-0005-F-C,021-0007-C-N,2020-06-24T05:35:30Z,50,21,Infectious Diseases,Infectious diseases #3
021-0023-I-T,021-0041-L-M,2020-06-24T05:35:30Z,380,21,Infectious Diseases,Infectious diseases #3
021-0007-C-N,021-0159-S-A,2020-06-24T05:35:40Z,130,21,Infectious Diseases,Infectious diseases #3
021-0007-C-N,021-0159-S-A,2020-06-24T05:35:40Z,120,21,Infectious Diseases,Infectious diseases #3
021-0040-B-D,021-0073-J-B,2020-06-24T05:36:10Z,2140,21,Infectious Diseases,Infectious diseases #3
021-0023-I-T,021-0041-L-M,2020-06-24T05:36:20Z,330,21,Infectious Diseases,Infectious diseases #3
021-0038-E-T,021-0158-G-M,2020-06-24T05:36:30Z,160,21,Infectious Diseases,Infectious diseases #3
021-0127-O-L,021-0151-R-A,2020-06-24T05:36:40Z,300,21,Infectious Diseases,Infectious diseases #3
021-0035-C-M,021-0041-L-M,2020-06-24T05:37:10Z,240,21,Infectious Diseases,Infectious diseases #3
021-0005-F-C,021-0007-C-N,2020-06-24T05:37:40Z,40,21,Infectious Diseases,Infectious diseases #3
021-0002-D-L,021-0158-G-M,2020-06-24T05:37:40Z,210,21,Infectious Diseases,Infectious diseases #3
021-0035-C-M,021-0152-M-N,2020-06-24T05:38:10Z,830,21,Infectious Diseases,Infectious diseases #3
021-0152-M-N,021-0153-B-M,2020-06-24T05:38:30Z,390,21,Infectious Diseases,Infectious diseases #3
021-0006-L-C,021-0158-G-M,2020-06-24T05:38:30Z,370,21,Infectious Diseases,Infectious diseases #3
021-0023-I-T,021-0155-E-J,2020-06-24T05:38:30Z,390,21,Infectious Diseases,Infectious diseases #3
021-0023-I-T,021-0155-E-J,2020-06-24T05:38:30Z,390,21,Infectious Diseases,Infectious diseases #3
021-0035-C-M,021-0155-E-J,2020-06-24T05:38:30Z,160,21,Infectious Diseases,Infectious diseases #3
021-0041-L-M,021-0152-M-N,2020-06-24T05:38:40Z,180,21,Infectious Diseases,Infectious diseases #3
021-0002-D-L,021-0006-L-C,2020-06-24T05:38:50Z,150,21,Infectious Diseases,Infectious diseases #3
021-0005-F-C,021-0007-C-N,2020-06-24T05:39:50Z,1580,21,Infectious Diseases,Infectious diseases #3
021-0007-C-N,021-0031-E-J,2020-06-24T05:40:30Z,400,21,Infectious Diseases,Infectious diseases #3
021-0005-F-C,021-0159-S-A,2020-06-24T05:41:10Z,130,21,Infectious Diseases,Infectious diseases #3
021-0016-D-M,021-0035-C-M,2020-06-24T05:41:20Z,80,21,Infectious Diseases,Infectious diseases #3
021-0022-E-J,021-0158-G-M,2020-06-24T05:41:20Z,500,21,Infectious Diseases,Infectious diseases #3
021-0022-E-J,021-0158-G-M,2020-06-24T05:41:30Z,490,21,Infectious Diseases,Infectious diseases #3
021-0035-C-M,021-0041-L-M,2020-06-24T05:43:00Z,440,21,Infectious Diseases,Infectious diseases #3
021-0002-D-L,021-0022-E-J,2020-06-24T05:43:30Z,480,21,Infectious Diseases,Infectious diseases #3
021-0010-B-C,021-0025-E-W,2020-06-24T05:44:00Z,120,21,Infectious Diseases,Infectious diseases #3
021-0012-P-G,021-0019-N-G,2020-06-24T05:44:50Z,370,21,Infectious Diseases,Infectious diseases #3
021-0005-F-C,021-0159-S-A,2020-06-24T05:45:00Z,270,21,Infectious Diseases,Infectious diseases #3
021-0031-E-J,021-0159-S-A,2020-06-24T05:45:00Z,160,21,Infectious Diseases,Infectious diseases #3
021-0023-I-T,021-0041-L-M,2020-06-24T05:45:20Z,110,21,Infectious Diseases,Infectious diseases #3
021-0010-B-C,021-0025-E-W,2020-06-24T05:47:30Z,30,21,Infectious Diseases,Infectious diseases #3
